v1,price,area,subarea,name,condition,cylinders,drive,fuel,odometer,paintcolor,size,transmission,type,dealer
1156,"$15,999 ",los angeles,central LA,2016 TOYOTA CAMRY SE,like new,4 cylinders,fwd,gas,29122,black,full-size,automatic,sedan,0
1157,"$3,950 ",los angeles,LA san gabriel,2004 toyota camry,NA,NA,NA,gas,180000,NA,NA,automatic,NA,0
1158,"$3,900 ",los angeles,NA,2004 Toyota Camry,like new,6 cylinders,fwd,gas,217337,custom,NA,automatic,sedan,1
1159,"$7,000 ",los angeles,San Fernando,2009 toyota camry,good,4 cylinders,NA,gas,100000,grey,NA,automatic,sedan,0
1160,"$2,700 ",los angeles,LA long beach,2005 toyota camry le,NA,4 cylinders,NA,gas,190000,NA,NA,automatic,NA,0
1161,"$6,000 ",los angeles,LA long beach,2009 toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1162,"$2,700 ",los angeles,central LA,2001 toyota camry le,excellent,4 cylinders,NA,gas,133,NA,NA,automatic,NA,0
1163,$1 ,los angeles,San Fernando,2003 toyota camry le,excellent,4 cylinders,NA,gas,NA,white,full-size,automatic,NA,0
1164,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
1165,"$4,500 ",los angeles,LA san gabriel,2005 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1166,"$5,950 ",los angeles,LA westside-southbay,2006 toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1167,"$8,299 ",los angeles,central LA,2009 Toyota Camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1168,"$3,115 ",los angeles,central LA,2012 toyota camry,like new,4 cylinders,NA,gas,NA,black,NA,automatic,sedan,0
1169,"$10,500 ",los angeles,LA san gabriel,2013 TOYOTA CAMRY LE,like new,4 cylinders,fwd,gas,35092,black,full-size,automatic,sedan,0
1170,"$3,850 ",los angeles,LA westside-southbay,2006 toyota camry solara,like new,6 cylinders,NA,gas,164000,NA,NA,automatic,coupe,0
1171,"$3,500 ",los angeles,San Fernando,2003 toyota camry,excellent,4 cylinders,NA,gas,NA,white,NA,automatic,NA,0
1172,"$3,800 ",los angeles,central LA,2004 toyota camry,good,4 cylinders,fwd,gas,116000,silver,mid-size,automatic,sedan,0
1173,"$2,500 ",los angeles,central LA,2003 toyota camry,NA,6 cylinders,fwd,gas,NA,black,NA,automatic,sedan,0
1174,"$2,500 ",los angeles,San Fernando,2002 toyota camry,excellent,NA,NA,gas,NA,NA,NA,automatic,NA,0
1175,"$2,000 ",los angeles,central LA,2002 toyota camry,NA,NA,NA,gas,200,white,NA,automatic,sedan,0
1176,"$9,900 ",los angeles,LA westside-southbay,2012 TOYOTA CAMRY SE,like new,4 cylinders,NA,gas,114512,red,full-size,automatic,sedan,1
1177,"$5,000 ",los angeles,LA westside-southbay,2007 toyota camry solara convertible,good,6 cylinders,NA,gas,120000,grey,mid-size,automatic,convertible,0
1179,"$1,400 ",los angeles,central LA,2001 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1181,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
1182,"$8,995 ",los angeles,North LA county,2008 Toyota Camry Solara,NA,NA,fwd,other,83133,white,NA,automatic,coupe,1
1183,"$17,000 ",los angeles,central LA,2017 toyota camry,like new,4 cylinders,fwd,gas,20000,black,full-size,automatic,sedan,0
1184,"$7,800 ",los angeles,LA san gabriel,2010 toyota camry le,like new,4 cylinders,NA,gas,120000,white,NA,automatic,sedan,0
1185,NA,los angeles,central LA,2011 toyota camry se,like new,4 cylinders,fwd,gas,NA,NA,compact,automatic,sedan,1
1186,"$11,995 ",los angeles,San Fernando,2014 TOYOTA CAMRY SE SPORT,like new,4 cylinders,fwd,gas,103674,white,mid-size,automatic,sedan,1
1188,"$1,500 ",los angeles,San Fernando,1992 Toyota Camry,good,4 cylinders,fwd,gas,168000,grey,mid-size,automatic,sedan,0
1190,"$2,900 ",los angeles,central LA,1999 Toyota CAMRY,excellent,6 cylinders,fwd,gas,102767,grey,full-size,automatic,sedan,0
1191,$226 ,los angeles,San Fernando,2014 Toyota Camry LE,NA,4 cylinders,fwd,gas,28122,NA,NA,automatic,sedan,1
1194,"$1,000 ",los angeles,central LA,1996 Toyota Camry,NA,NA,NA,gas,NA,NA,NA,manual,NA,0
1195,"$3,300 ",los angeles,central LA,2012 Toyota Camry,like new,4 cylinders,fwd,gas,NA,NA,NA,automatic,NA,0
1196,"$1,100 ",los angeles,LA westside-southbay,2003 Toyota Camry Xle,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
1197,"$3,700 ",los angeles,San Fernando,2003 toyota camry,NA,NA,NA,gas,132000,NA,NA,automatic,NA,0
1198,"$1,502 ",los angeles,LA san gabriel,2009 toyota camry se,excellent,4 cylinders,fwd,gas,NA,black,NA,automatic,NA,0
1199,"$3,700 ",los angeles,San Fernando,2003 toyota camry,excellent,4 cylinders,NA,gas,132000,NA,NA,automatic,NA,0
